OPEN,VALUE,CLOSE,CHART_DATE,HIGH,LOW
0.4,4351400.0,0.4,"Aug 03, 2009 00:00:00",0.4,0.39
0.41,945500.0,0.4,"Aug 04, 2009 00:00:00",0.41,0.4
0.39,1547500.0,0.38,"Aug 06, 2009 00:00:00",0.4,0.38
0.38,2297800.0,0.38,"Aug 07, 2009 00:00:00",0.39,0.38
0.38,1804000.0,0.38,"Aug 10, 2009 00:00:00",0.38,0.37
0.38,851200.0,0.38,"Aug 11, 2009 00:00:00",0.38,0.38
0.37,1173800.0,0.38,"Aug 12, 2009 00:00:00",0.38,0.37
0.38,4213500.0,0.39,"Aug 13, 2009 00:00:00",0.39,0.37
0.39,17766200.0,0.41,"Aug 14, 2009 00:00:00",0.44,0.39
0.41,1773000.0,0.4,"Aug 17, 2009 00:00:00",0.41,0.39
0.37,4464700.0,0.37,"Aug 18, 2009 00:00:00",0.38,0.36
0.38,1911400.0,0.38,"Aug 19, 2009 00:00:00",0.38,0.38
0.38,787000.0,0.39,"Aug 20, 2009 00:00:00",0.39,0.38
0.41,1838800.0,0.4,"Aug 24, 2009 00:00:00",0.41,0.4
0.4,573000.0,0.4,"Aug 25, 2009 00:00:00",0.4,0.39
0.42,396400.0,0.4,"Aug 26, 2009 00:00:00",0.42,0.4
0.4,228000.0,0.4,"Sep 03, 2009 00:00:00",0.4,0.4
0.41,3842300.0,0.41,"Sep 04, 2009 00:00:00",0.43,0.41
0.42,1816400.0,0.42,"Sep 16, 2009 00:00:00",0.42,0.41
0.41,87100.0,0.41,"Sep 17, 2009 00:00:00",0.42,0.41
0.42,1932800.0,0.43,"Sep 18, 2009 00:00:00",0.44,0.42
0.44,3067200.0,0.44,"Sep 22, 2009 00:00:00",0.45,0.43
0.44,4004200.0,0.43,"Sep 23, 2009 00:00:00",0.45,0.43
0.39,1053000.0,0.39,"Sep 30, 2009 00:00:00",0.39,0.39
0.38,793800.0,0.38,"Oct 01, 2009 00:00:00",0.39,0.38
0.37,2052400.0,0.37,"Oct 02, 2009 00:00:00",0.37,0.36
0.37,447700.0,0.37,"Oct 05, 2009 00:00:00",0.37,0.37
0.38,1473600.0,0.38,"Oct 06, 2009 00:00:00",0.38,0.37
0.38,961200.0,0.38,"Oct 07, 2009 00:00:00",0.39,0.38
0.39,186700.0,0.38,"Oct 08, 2009 00:00:00",0.39,0.38
0.38,497800.0,0.38,"Oct 09, 2009 00:00:00",0.38,0.38
